surface,rung,gene,pearson_r,cosine,topbase_acc,auroc,macroF1,mae,rmse,jsd_bits,kl_bits,ic_mae,covR,coverage,gate_len_mae,gate_len_bias
clean_combined,B1_nearest_pwm,THRB,0.77793,0.85277,0.85,0.84928,0.86143,0.12049,0.24407,0.18101,4.51148,0.52634,0.31278,0.51111,3.0,-3.0
clean_combined,B1_nearest_pwm,TP53,0.31653,0.60586,0.46875,0.62785,0.42649,0.24886,0.36838,0.35271,3.55671,0.80787,0.20922,0.56944,6.0,-6.0
clean_combined,B1_nearest_pwm,TP63,0.26384,0.52873,0.45997,0.65128,0.45476,0.29317,0.42505,0.4632,3.83169,0.98943,0.23919,0.63492,6.0,-6.0
clean_combined,B1_nearest_pwm,TP73,0.49357,0.63806,0.62117,0.68172,0.52887,0.24954,0.39276,0.3929,11.12622,0.8445,0.2529,0.63393,4.0,-4.0
clean_combined,B1_nearest_pwm,ZBTB40,0.09864,0.42676,0.34135,0.55354,0.27917,0.34425,0.48139,0.54207,8.35831,0.98067,0.0557,0.59167,2.5,-2.5
clean_combined,v24_seed42,CLOCK,0.83585,0.97359,0.85714,0.98438,0.86667,0.03484,0.06748,0.0287,0.09651,0.24766,0.65011,0.77778,0.25,-0.25
clean_combined,v24_seed42,EHF,0.63253,0.81016,0.68571,0.88844,0.40774,0.13998,0.23701,0.14731,0.64444,0.4244,0.60227,0.95527,3.14286,3.14286
clean_combined,v24_seed42,ELF1,0.4506,0.66068,0.5,0.68155,0.55952,0.22592,0.35656,0.28743,1.72063,0.72379,0.40964,0.90909,5.0,5.0
clean_combined,v24_seed42,ELF2,0.60353,0.77134,0.59821,0.88489,0.50476,0.20076,0.28672,0.22281,0.93073,0.98968,0.45501,0.75,3.5,3.5
clean_combined,v24_seed42,ELF3,0.60038,0.77926,0.6,0.86,0.36508,0.14881,0.2655,0.17625,0.84505,0.51666,0.5458,0.90909,2.0,2.0
clean_combined,v24_seed42,ELF4,0.67292,0.81427,0.76932,0.85888,0.65516,0.14324,0.24718,0.16458,0.83903,0.52414,0.62881,0.93371,2.0,2.0
clean_combined,v24_seed42,ELF5,0.72355,0.86949,0.79284,0.8883,0.65334,0.1099,0.1899,0.10337,0.5704,0.37295,0.7182,0.99174,2.72727,2.72727
clean_combined,v24_seed42,ELK1,0.70767,0.7909,0.77778,0.9177,0.67857,0.14107,0.2996,0.19272,0.97057,0.40805,0.70767,1.0,4.0,4.0
clean_combined,v24_seed42,ELK3,0.63187,0.74688,0.71111,0.84796,0.59286,0.16697,0.31326,0.23049,1.26496,0.45165,0.61511,0.95,2.4,2.4
clean_combined,v24_seed42,ELK4,0.63219,0.76565,0.75,0.83977,0.66429,0.16242,0.29505,0.21166,1.12387,0.51451,0.63219,1.0,4.75,4.75
clean_combined,v24_seed42,ERF,0.94507,0.96387,1.0,0.95625,0.75,0.07262,0.1109,0.05505,0.30032,0.3239,0.94507,1.0,6.0,6.0
clean_combined,v24_seed42,ERG,0.71512,0.82389,0.77778,0.88194,0.67857,0.1316,0.2426,0.14617,0.75738,0.28161,0.64361,0.9,4.0,4.0
clean_combined,v24_seed42,ETS1,0.69723,0.8105,0.77222,0.87288,0.66994,0.15219,0.26101,0.17587,0.88094,0.4679,0.69723,1.0,4.25,4.25
clean_combined,v24_seed42,ETS2,0.81573,0.90181,0.77778,0.95833,0.67857,0.10778,0.17102,0.09146,0.45751,0.38847,0.73416,0.9,3.0,3.0
clean_combined,v24_seed42,ETV1,0.69177,0.80245,0.77778,0.9177,0.67857,0.15442,0.27066,0.18718,0.95402,0.51553,0.69177,1.0,4.0,4.0
clean_combined,v24_seed42,ETV2,0.53726,0.7207,0.67879,0.81298,0.60799,0.21282,0.31439,0.25134,1.08529,0.66657,0.5155,0.96374,3.14286,3.14286
clean_combined,v24_seed42,ETV3,0.65581,0.79949,0.73016,0.87457,0.62585,0.14108,0.24977,0.17452,1.00876,0.39941,0.4875,0.74114,4.0,-0.57143
clean_combined,v24_seed42,ETV4,0.60654,0.79512,0.75,0.89855,0.58333,0.14773,0.24572,0.17086,0.83179,0.3517,0.60654,1.0,6.0,6.0
clean_combined,v24_seed42,ETV5,0.58433,0.75369,0.66667,0.77083,0.54762,0.18469,0.28629,0.20769,1.09847,0.62183,0.58433,1.0,4.0,4.0
clean_combined,v24_seed42,ETV6,0.7137,0.83802,0.66667,0.93212,0.60417,0.11878,0.22126,0.11198,0.57974,0.27941,0.64233,0.9,3.33333,3.33333
clean_combined,v24_seed42,ETV7,0.66268,0.82476,0.7207,0.87958,0.4005,0.13984,0.21856,0.1547,0.86949,0.40925,0.46076,0.70179,2.5,1.5
clean_combined,v24_seed42,EWSR1-FLI1,0.56506,0.69486,0.69231,0.86785,0.35897,0.21574,0.355,0.30075,1.21298,0.89061,0.4081,0.72222,5.0,-5.0
clean_combined,v24_seed42,FEV,0.70292,0.80867,0.77778,0.92593,0.67857,0.14509,0.27044,0.19018,0.84372,0.50595,0.70292,1.0,4.0,4.0
clean_combined,v24_seed42,FLI1,0.52381,0.71175,0.61889,0.78581,0.5253,0.19272,0.30921,0.24614,1.39437,0.51961,0.44758,0.85,2.8,2.8
clean_combined,v24_seed42,FOXA1,0.70329,0.82373,0.75694,0.805,0.57857,0.13402,0.24184,0.15531,1.21541,0.36423,0.57884,0.825,0.25,0.25
clean_combined,v24_seed42,FOXA2,0.75362,0.85528,0.875,0.83788,0.72222,0.10803,0.22745,0.15363,1.32222,0.34649,0.6029,0.8,0.0,0.0
clean_combined,v24_seed42,FOXA3,0.63922,0.75234,0.625,0.80087,0.47619,0.22686,0.31357,0.26735,1.58127,0.97857,0.51137,0.8,0.0,0.0
clean_combined,v24_seed42,FOXB1,0.70246,0.80528,0.77528,0.84082,0.46377,0.14892,0.26902,0.17067,1.00259,0.4537,0.54881,0.77787,3.75,-3.0
clean_combined,v24_seed42,FOXC1,0.78983,0.87527,0.81976,0.89011,0.53475,0.12894,0.20597,0.13443,0.80773,0.53643,0.70835,0.89708,2.4,1.2
clean_combined,v24_seed42,FOXC2,0.508,0.74517,0.51667,0.81899,0.36134,0.17275,0.27998,0.20743,1.10575,0.47944,0.45274,0.9,1.4,-1.0
clean_combined,v24_seed42,FOXD1,0.79618,0.86992,0.85714,0.95238,0.72222,0.09931,0.21485,0.13249,0.69112,0.42921,0.79618,1.0,4.0,4.0
clean_combined,v24_seed42,FOXD2,0.7109,0.83505,0.75945,0.84632,0.49458,0.14556,0.23394,0.15781,0.92982,0.48379,0.58055,0.81826,1.5,-0.7
clean_combined,v24_seed42,FOXD3,0.5563,0.695,0.66667,0.74141,0.49848,0.22124,0.35205,0.31845,1.87081,0.62537,0.37087,0.66667,6.0,-6.0
clean_combined,v24_seed42,FOXE1,0.73373,0.86611,0.76905,0.90444,0.54286,0.11778,0.20004,0.10825,0.49821,0.48028,0.59464,0.81074,2.33333,-1.0
clean_combined,v24_seed42,FOXF1,0.99548,0.99724,1.0,1.0,0.75,0.02719,0.03741,0.01651,0.05672,0.24803,0.99548,1.0,4.0,4.0
clean_combined,v24_seed42,FOXF2,0.6099,0.85504,0.66667,0.94545,0.49167,0.10962,0.17917,0.10866,0.41217,0.41895,0.6099,1.0,2.0,2.0
clean_combined,v24_seed42,FOXG1,0.54189,0.72953,0.71429,0.68421,0.60417,0.18121,0.29898,0.24806,1.7795,0.61837,0.54189,1.0,3.0,3.0
clean_combined,v24_seed42,FOXI1,0.69531,0.82909,0.75934,0.86923,0.60599,0.13153,0.23407,0.15506,0.81988,0.47569,0.60463,0.84915,2.4,0.0
clean_combined,v24_seed42,FOXJ1,0.92796,0.92946,1.0,1.0,0.5,0.136,0.19191,0.13886,0.51061,0.92798,0.92796,1.0,4.0,4.0
clean_combined,v24_seed42,FOXJ2,0.70214,0.8199,0.74754,0.88394,0.41949,0.146,0.24859,0.17442,0.86355,0.52706,0.51894,0.74099,1.72727,0.63636
clean_combined,v24_seed42,FOXJ3,0.59747,0.77861,0.675,0.86853,0.36514,0.14956,0.26866,0.19125,1.02945,0.44803,0.53971,0.90558,1.88889,1.22222
clean_combined,v24_seed42,FOXK1,0.53285,0.73113,0.62963,0.82182,0.40025,0.18809,0.30054,0.24156,1.46353,0.61109,0.53285,1.0,5.66667,5.66667
clean_combined,v24_seed42,FOXK2,0.32531,0.7162,0.55556,0.78727,0.45833,0.17723,0.27771,0.20801,1.0454,0.44531,0.32531,1.0,1.5,1.5
clean_combined,v24_seed42,FOXL1,0.82418,0.89954,0.84387,0.92574,0.64504,0.11577,0.18765,0.11073,0.54695,0.51223,0.72355,0.87078,2.4,0.8
clean_combined,v24_seed42,FOXL2,0.83541,0.90052,0.80556,0.95178,0.60648,0.09698,0.18186,0.09963,0.50825,0.38128,0.69221,0.83333,0.33333,0.33333
clean_combined,v24_seed42,FOXM1,0.72639,0.85514,0.73333,0.81192,0.52421,0.1266,0.20902,0.12763,0.96362,0.40632,0.62637,0.86667,1.0,1.0
clean_combined,v24_seed42,FOXN2,0.31216,0.58713,0.45,0.72944,0.34583,0.24523,0.37962,0.32038,1.8156,0.55476,0.27741,0.9,5.0,2.0
clean_combined,v24_seed42,FOXN3,0.65284,0.76426,0.77778,0.88272,0.54074,0.17356,0.30539,0.23247,1.16546,0.72472,0.59309,0.91667,2.33333,2.33333
clean_combined,v24_seed42,FOXO1,0.81346,0.87935,0.85714,0.89425,0.67172,0.10883,0.20723,0.1232,0.93497,0.44438,0.78919,0.97403,4.09091,4.09091
clean_combined,v24_seed42,FOXO3,0.66316,0.84377,0.75,0.88647,0.5375,0.11876,0.2146,0.12583,0.70705,0.32587,0.66316,1.0,3.0,3.0
clean_combined,v24_seed42,FOXO4,0.73798,0.90043,0.75,0.87273,0.61667,0.10101,0.17628,0.09448,0.68638,0.46353,0.73798,1.0,2.0,2.0
clean_combined,v24_seed42,FOXO6,0.6337,0.7784,0.69405,0.89229,0.40111,0.17509,0.27332,0.21533,0.93892,0.82197,0.5219,0.79286,3.4,1.0
clean_combined,v24_seed42,FOXP1,0.62851,0.79865,0.71081,0.87716,0.38045,0.16019,0.2558,0.18226,0.87108,0.6938,0.52981,0.85979,6.33333,1.0
clean_combined,v24_seed42,FOXP2,0.67537,0.80701,0.71429,0.83447,0.6037,0.13497,0.24004,0.16083,1.28551,0.39435,0.67537,1.0,4.66667,4.66667
clean_combined,v24_seed42,FOXP3,0.54689,0.77294,0.65748,0.76234,0.3423,0.17921,0.25967,0.1833,0.96877,0.61182,0.48762,0.91228,2.78947,2.78947
clean_combined,v24_seed42,FOXP4,0.60657,0.81147,0.71429,0.93197,0.45,0.13358,0.23516,0.14046,0.67036,0.57019,0.60657,1.0,5.0,5.0
clean_combined,v24_seed42,FOXS1,0.85134,0.90971,0.875,0.98438,0.72222,0.08313,0.17224,0.06894,0.32505,0.35531,0.85134,1.0,3.0,3.0
clean_combined,v24_seed42,GABPA,0.69732,0.79565,0.77778,0.89712,0.67857,0.13935,0.28148,0.18164,0.9275,0.29564,0.69732,1.0,5.0,5.0
clean_combined,v24_seed42,GCN4,0.65619,0.77608,0.71429,0.85547,0.66354,0.17054,0.28323,0.21819,1.00942,0.61922,0.65619,1.0,5.625,5.625
clean_combined,v24_seed42,KLF14,0.88864,0.92929,0.92294,0.94906,0.51353,0.08117,0.15433,0.06585,0.35118,0.30769,0.81355,0.92098,2.42857,-0.42857
clean_combined,v24_seed42,KLF2,0.88217,0.92871,0.85069,0.99566,0.45994,0.07304,0.15252,0.05502,0.26988,0.29502,0.88217,1.0,3.75,3.75
clean_combined,v24_seed42,NFE2,0.76549,0.86417,0.7854,0.91596,0.79102,0.10747,0.21092,0.13068,0.70311,0.41967,0.73695,0.96104,1.90909,1.18182
clean_combined,v24_seed42,NFE2L1,0.67104,0.78692,0.72727,0.91185,0.72917,0.15065,0.28458,0.19574,0.86405,0.51624,0.52725,0.78571,2.0,-2.0
clean_combined,v24_seed42,NFE2L2,0.63446,0.81422,0.64747,0.88509,0.64155,0.14177,0.24707,0.15311,0.65477,0.42431,0.57134,0.9,0.4,0.4
clean_combined,v24_seed42,NPAS2,0.7316,0.87561,0.76786,0.90685,0.76,0.0919,0.18772,0.1096,0.82872,0.25874,0.52105,0.70833,4.4,-4.4
clean_combined,v24_seed42,P53,0.48911,0.72283,0.54241,0.76644,0.52497,0.19513,0.28787,0.22008,0.95631,0.4723,0.34734,0.71711,3.21053,-3.21053
clean_combined,v24_seed42,POU1F1,0.71582,0.81872,0.77778,0.81708,0.42722,0.16506,0.25943,0.18717,1.12439,0.71787,0.34075,0.47619,5.33333,-5.33333
clean_combined,v24_seed42,POU2F1,0.56517,0.73605,0.56151,0.85751,0.33044,0.18018,0.28859,0.21574,1.12953,0.49969,0.39501,0.7619,1.0,-0.71429
clean_combined,v24_seed42,POU2F1::SOX2,0.61574,0.80612,0.57143,0.89444,0.36667,0.14437,0.25399,0.16298,1.19383,0.51229,0.25354,0.41176,10.0,-10.0
clean_combined,v24_seed42,POU2F2,0.7558,0.87624,0.77778,0.92437,0.43651,0.11071,0.18846,0.09769,0.47681,0.48094,0.34883,0.46154,4.33333,-4.33333
clean_combined,v24_seed42,POU2F3,0.51445,0.66802,0.59524,0.78685,0.5125,0.2194,0.36356,0.29833,1.82174,0.65135,0.40013,0.77778,1.0,-1.0
clean_combined,v24_seed42,POU3F1,0.74898,0.85949,0.5,0.91406,0.29167,0.1347,0.20857,0.1246,0.57857,0.27167,0.44939,0.6,3.0,-3.0
clean_combined,v24_seed42,POU3F2,0.79863,0.87126,0.71429,0.94737,0.61667,0.13771,0.21342,0.11921,0.50914,0.46105,0.46587,0.58333,5.0,-5.0
clean_combined,v24_seed42,POU3F3,0.73703,0.83038,0.85714,0.81896,0.72857,0.15933,0.23871,0.18685,1.50577,0.67343,0.45749,0.62686,4.0,-3.71429
clean_combined,v24_seed42,POU3F4,0.77126,0.84751,0.8,0.87766,0.53397,0.13387,0.22786,0.16117,1.05128,0.62261,0.39487,0.51643,4.30769,-4.30769
clean_combined,v24_seed42,POU4F1,0.60281,0.80992,0.69286,0.83347,0.5381,0.15376,0.236,0.18396,1.04769,0.48905,0.38529,0.63874,3.85714,-3.85714
clean_combined,v24_seed42,POU4F2,0.71805,0.86302,0.79167,0.90103,0.59167,0.11791,0.19732,0.12975,0.70879,0.40942,0.35055,0.50952,6.0,-6.0
clean_combined,v24_seed42,POU4F3,0.5322,0.77891,0.65972,0.81217,0.53294,0.16519,0.25509,0.20409,1.15195,0.5223,0.35376,0.65975,4.25,-3.91667
clean_combined,v24_seed42,POU5F1,0.56558,0.73893,0.66488,0.83163,0.50207,0.18363,0.29279,0.21938,1.23162,0.5915,0.40566,0.7619,2.58333,2.58333
clean_combined,v24_seed42,POU5F1::SOX2,0.51866,0.69872,0.63194,0.68247,0.55997,0.2193,0.3226,0.26081,1.41923,0.73481,0.34444,0.67308,3.75,-3.75
clean_combined,v24_seed42,POU5F1B,0.58967,0.7463,0.66667,0.84809,0.575,0.17955,0.29002,0.22659,1.39299,0.58409,0.35988,0.60606,3.0,-3.0
clean_combined,v24_seed42,POU5F1P1,0.6681,0.78719,0.71286,0.83162,0.51262,0.17597,0.26227,0.20531,1.40484,0.68634,0.33447,0.50379,5.5,-5.5
clean_combined,v24_seed42,POU6F1,0.77565,0.86889,0.83333,0.96222,0.475,0.1131,0.20773,0.12955,0.527,0.54844,0.53077,0.69048,0.33333,0.33333
clean_combined,v24_seed42,POU6F2,0.85995,0.92854,0.87755,0.9601,0.64048,0.09574,0.1525,0.08285,0.44927,0.5183,0.67515,0.77523,2.57143,-1.71429
clean_combined,v24_seed42,SKN-1,0.41895,0.63598,0.625,0.71981,0.53333,0.23139,0.35329,0.30909,1.4626,0.64651,0.41895,1.0,5.0,5.0
clean_combined,v24_seed42,SP3,0.88402,0.92707,0.87208,0.9776,0.51427,0.07932,0.1552,0.06081,0.32359,0.31138,0.82557,0.93991,2.85714,1.14286
clean_combined,v24_seed42,SP5,0.86491,0.90484,0.91414,0.94997,0.38889,0.08716,0.19152,0.09639,0.59329,0.33821,0.6171,0.72352,6.33333,-3.0
clean_combined,v24_seed42,SP7,0.38373,0.61764,0.5,0.56303,0.39286,0.25032,0.37759,0.34963,2.97485,0.82081,0.17711,0.46154,0.0,0.0
clean_combined,v24_seed42,SPDEF,0.51515,0.68536,0.6,0.69231,0.52381,0.20394,0.34824,0.26881,1.86396,0.49859,0.51515,1.0,2.0,2.0
clean_combined,v24_seed42,THRA,0.83582,0.91413,0.75541,0.94997,0.75408,0.09496,0.16006,0.07746,0.38024,0.38629,0.48793,0.57821,5.28571,-3.85714
clean_combined,v24_seed42,THRB,0.5547,0.71623,0.62222,0.80845,0.62389,0.20805,0.31075,0.25283,1.29057,0.67374,0.25903,0.47778,8.6,-8.6
clean_combined,v24_seed42,TP53,0.38737,0.64683,0.47727,0.67091,0.45357,0.22721,0.34136,0.29508,1.41843,0.54532,0.21576,0.55556,6.75,-6.75
clean_combined,v24_seed42,TP63,0.35972,0.64828,0.50714,0.65771,0.46029,0.24262,0.34403,0.32928,1.69098,0.74443,0.19176,0.52381,8.57143,-8.57143
clean_combined,v24_seed42,TP73,0.39242,0.71781,0.54365,0.77547,0.55935,0.20229,0.28475,0.21625,0.91859,0.57779,0.22185,0.56696,6.92857,-6.92857
clean_combined,v24_seed42,ZBTB40,0.09628,0.41975,0.33333,0.53125,0.31696,0.33087,0.47337,0.50563,2.94261,0.83608,0.04714,0.5,5.5,-5.5
clean_combined,v24_ens5,CLOCK,0.76926,0.94175,0.85714,0.95625,0.86667,0.09376,0.13466,0.09374,0.30626,0.64336,0.59831,0.77778,0.25,-0.25
clean_combined,v24_ens5,EHF,0.70974,0.83638,0.79286,0.86167,0.68452,0.17154,0.22977,0.16576,0.6485,0.81684,0.67583,0.95527,3.14286,3.14286
clean_combined,v24_ens5,ELF1,0.56707,0.74608,0.7,0.6994,0.65179,0.22815,0.29229,0.24445,0.99679,1.05738,0.51552,0.90909,5.0,5.0
clean_combined,v24_ens5,ELF2,0.60465,0.77845,0.66964,0.84088,0.53958,0.21944,0.28332,0.23756,0.86814,1.01045,0.45485,0.75,3.5,3.5
clean_combined,v24_ens5,ELF3,0.71622,0.82738,0.8,0.84667,0.68651,0.18049,0.24573,0.19545,0.77133,0.9607,0.65111,0.90909,2.0,2.0
clean_combined,v24_ens5,ELF4,0.71359,0.81952,0.76932,0.83062,0.65516,0.1883,0.25314,0.19866,0.80637,0.96717,0.66686,0.93371,2.0,2.0
clean_combined,v24_ens5,ELF5,0.7195,0.8563,0.79284,0.81714,0.65334,0.15603,0.21284,0.14878,0.63006,0.7473,0.71423,0.99174,2.72727,2.72727
clean_combined,v24_ens5,ELK1,0.74649,0.81993,0.77778,0.95885,0.67857,0.1915,0.27221,0.21093,0.75645,1.08215,0.74649,1.0,4.0,4.0
clean_combined,v24_ens5,ELK3,0.68278,0.79998,0.73651,0.91096,0.60952,0.18629,0.2672,0.19856,0.73847,0.88198,0.6441,0.91667,2.4,2.4
clean_combined,v24_ens5,ELK4,0.66759,0.79669,0.75,0.84205,0.66429,0.19531,0.27054,0.2171,0.79216,0.93809,0.66759,1.0,4.75,4.75
clean_combined,v24_ens5,ERF,0.92982,0.92827,1.0,0.93125,0.75,0.14841,0.18166,0.1243,0.42357,0.87419,0.92982,1.0,6.0,6.0
clean_combined,v24_ens5,ERG,0.74818,0.83733,0.77778,0.87587,0.67857,0.18297,0.2408,0.18122,0.66495,0.90545,0.67336,0.9,4.0,4.0
clean_combined,v24_ens5,ETS1,0.71005,0.81896,0.76111,0.88827,0.66339,0.17855,0.25436,0.18796,0.694,0.84894,0.71005,1.0,4.25,4.25
clean_combined,v24_ens5,ETS2,0.84507,0.90801,0.77778,0.97917,0.67857,0.1459,0.18271,0.11409,0.40808,0.72705,0.76056,0.9,3.0,3.0
clean_combined,v24_ens5,ETV1,0.71108,0.8192,0.77778,0.91358,0.67857,0.17523,0.2555,0.19102,0.72688,0.85918,0.71108,1.0,4.0,4.0
clean_combined,v24_ens5,ETV2,0.72648,0.81579,0.78543,0.88166,0.66378,0.2003,0.25571,0.20967,0.74869,1.0122,0.69772,0.96374,3.14286,3.14286
clean_combined,v24_ens5,ETV3,0.66396,0.80699,0.73016,0.86217,0.62585,0.18574,0.24776,0.20237,0.72539,0.85636,0.49458,0.74114,4.0,-0.57143
clean_combined,v24_ens5,ETV4,0.78497,0.87436,0.875,0.9372,0.71429,0.15595,0.20761,0.15286,0.54767,0.84544,0.78497,1.0,6.0,6.0
clean_combined,v24_ens5,ETV5,0.68982,0.81581,0.77778,0.80556,0.67857,0.18098,0.24893,0.18418,0.7068,0.82148,0.68982,1.0,4.0,4.0
clean_combined,v24_ens5,ETV6,0.74503,0.84762,0.66667,0.89576,0.60417,0.176,0.22491,0.14616,0.57139,0.7976,0.67053,0.9,3.33333,3.33333
clean_combined,v24_ens5,ETV7,0.69835,0.83478,0.81628,0.84723,0.61302,0.17268,0.22408,0.17208,0.72521,0.75999,0.50417,0.7691,2.5,1.5
clean_combined,v24_ens5,EWSR1-FLI1,0.57986,0.69485,0.69231,0.83037,0.35897,0.26376,0.35644,0.34266,1.27994,1.37852,0.41879,0.72222,5.0,-5.0
clean_combined,v24_ens5,FEV,0.71122,0.7975,0.77778,0.90535,0.67857,0.20046,0.28314,0.23459,0.85537,1.05762,0.71122,1.0,4.0,4.0
clean_combined,v24_ens5,FLI1,0.59646,0.75923,0.66889,0.77524,0.58107,0.21647,0.27932,0.23725,0.90465,0.92033,0.52451,0.87,2.8,2.8
clean_combined,v24_ens5,FOXA1,0.7373,0.84164,0.85069,0.87143,0.66565,0.14256,0.2278,0.13302,0.66736,0.4533,0.60714,0.825,0.25,0.25
clean_combined,v24_ens5,FOXA2,0.72785,0.81897,0.75,0.79091,0.61667,0.15803,0.26501,0.18237,0.99962,0.45843,0.58228,0.8,0.0,0.0
clean_combined,v24_ens5,FOXA3,0.69584,0.79936,0.75,0.84541,0.61667,0.17117,0.27858,0.19784,1.0961,0.53968,0.55667,0.8,0.0,0.0
clean_combined,v24_ens5,FOXB1,0.62564,0.77085,0.63011,0.81574,0.35741,0.18206,0.28261,0.19763,0.90294,0.63787,0.48928,0.77787,3.75,-3.0
clean_combined,v24_ens5,FOXC1,0.78437,0.8717,0.80909,0.88953,0.52664,0.13681,0.19912,0.13383,0.58168,0.53999,0.70782,0.90542,2.4,1.2
clean_combined,v24_ens5,FOXC2,0.70802,0.85021,0.72,0.88472,0.53434,0.15749,0.21782,0.16218,0.64655,0.68515,0.63732,0.9,1.4,-1.0
clean_combined,v24_ens5,FOXD1,0.80336,0.8617,0.85714,0.92517,0.72222,0.13541,0.23814,0.15794,0.61377,0.65178,0.80336,1.0,4.0,4.0
clean_combined,v24_ens5,FOXD2,0.78484,0.86874,0.79986,0.87912,0.52132,0.13498,0.20161,0.13159,0.56941,0.48116,0.61516,0.78749,1.5,-0.7
clean_combined,v24_ens5,FOXD3,0.59368,0.75396,0.58333,0.8202,0.32143,0.20509,0.28894,0.24115,1.09994,0.79315,0.39578,0.66667,6.0,-6.0
clean_combined,v24_ens5,FOXE1,0.86789,0.9179,0.85238,0.91983,0.58646,0.12799,0.16974,0.11126,0.40696,0.70095,0.70424,0.81074,2.33333,-1.0
clean_combined,v24_ens5,FOXF1,0.98316,0.98379,1.0,1.0,0.75,0.07292,0.10308,0.05618,0.18487,0.56759,0.98316,1.0,4.0,4.0
clean_combined,v24_ens5,FOXF2,0.72941,0.89963,0.77778,0.94909,0.625,0.12316,0.17167,0.12339,0.42044,0.67938,0.72941,1.0,2.0,2.0
clean_combined,v24_ens5,FOXG1,0.72948,0.8252,0.85714,0.70175,0.72222,0.17518,0.2514,0.17816,0.94305,0.87466,0.72948,1.0,3.0,3.0
clean_combined,v24_ens5,FOXI1,0.72421,0.84944,0.76674,0.90325,0.5964,0.13912,0.21869,0.14713,0.60394,0.5488,0.64578,0.88551,2.4,0.0
clean_combined,v24_ens5,FOXJ1,0.89117,0.91256,0.85714,0.9932,0.47727,0.1493,0.19145,0.1325,0.44176,0.96092,0.89117,1.0,4.0,4.0
clean_combined,v24_ens5,FOXJ2,0.80351,0.88013,0.80086,0.9372,0.51678,0.13918,0.20007,0.14127,0.52729,0.69999,0.62917,0.76509,1.72727,0.63636
clean_combined,v24_ens5,FOXJ3,0.68368,0.82186,0.74722,0.87508,0.54068,0.17047,0.2407,0.18304,0.70908,0.7714,0.63286,0.92267,1.88889,1.22222
clean_combined,v24_ens5,FOXK1,0.56406,0.75033,0.66667,0.80485,0.47193,0.21361,0.28499,0.23599,0.94929,0.93645,0.56406,1.0,5.66667,5.66667
clean_combined,v24_ens5,FOXK2,0.61797,0.83393,0.74603,0.73729,0.43561,0.16513,0.23692,0.16274,0.74075,0.7566,0.55122,0.88889,1.5,1.5
clean_combined,v24_ens5,FOXL1,0.88439,0.93155,0.90245,0.92571,0.69877,0.11668,0.15926,0.1016,0.38806,0.61261,0.7737,0.87078,2.4,0.8
clean_combined,v24_ens5,FOXL2,0.75065,0.85513,0.75926,0.89513,0.61944,0.14837,0.22143,0.13508,0.60662,0.65506,0.62585,0.83333,0.33333,0.33333
clean_combined,v24_ens5,FOXM1,0.6797,0.81888,0.81667,0.75618,0.55348,0.15836,0.23883,0.15944,0.85642,0.48175,0.58383,0.86667,1.0,1.0
clean_combined,v24_ens5,FOXN2,0.33871,0.63256,0.45,0.71628,0.34583,0.25385,0.34014,0.29014,1.27426,0.79982,0.30218,0.9,5.0,2.0
clean_combined,v24_ens5,FOXN3,0.8063,0.84139,0.91667,0.92535,0.65152,0.18228,0.26883,0.20462,0.83486,1.02577,0.73038,0.91667,2.33333,2.33333
clean_combined,v24_ens5,FOXO1,0.78878,0.86949,0.84416,0.84848,0.69747,0.13723,0.21465,0.13848,0.71638,0.56512,0.78878,1.0,4.09091,4.09091
clean_combined,v24_ens5,FOXO3,0.714,0.84791,0.8125,0.86473,0.67197,0.14776,0.23234,0.15258,0.68167,0.55604,0.714,1.0,3.0,3.0
clean_combined,v24_ens5,FOXO4,0.88659,0.92976,0.875,0.9,0.72727,0.11503,0.16655,0.09886,0.44773,0.71771,0.88659,1.0,2.0,2.0
clean_combined,v24_ens5,FOXO6,0.63562,0.78019,0.72392,0.83047,0.58912,0.18884,0.28059,0.2206,0.92584,0.82653,0.58685,0.88571,3.4,1.0
clean_combined,v24_ens5,FOXP1,0.70139,0.83111,0.79015,0.84528,0.6279,0.16962,0.24088,0.16591,0.68411,0.72958,0.64464,0.89286,6.33333,1.0
clean_combined,v24_ens5,FOXP2,0.60257,0.78331,0.66667,0.81859,0.45278,0.17707,0.26678,0.19088,0.89675,0.72951,0.60257,1.0,4.66667,4.66667
clean_combined,v24_ens5,FOXP3,0.6214,0.83221,0.70409,0.80765,0.45523,0.17358,0.22521,0.14618,0.58125,0.70177,0.58262,0.94152,2.78947,2.78947
clean_combined,v24_ens5,FOXP4,0.81122,0.8679,0.85714,0.89796,0.72222,0.1359,0.22442,0.11917,0.51022,0.58035,0.81122,1.0,5.0,5.0
clean_combined,v24_ens5,FOXS1,0.72165,0.84591,0.75,0.94271,0.61667,0.12866,0.22192,0.10818,0.44438,0.41036,0.72165,1.0,3.0,3.0
clean_combined,v24_ens5,GABPA,0.72781,0.8175,0.77778,0.93416,0.67857,0.19078,0.26676,0.21412,0.787,1.04336,0.72781,1.0,5.0,5.0
clean_combined,v24_ens5,GCN4,0.70491,0.78516,0.77232,0.84957,0.69896,0.2048,0.27388,0.23279,0.8616,1.00378,0.6757,0.94643,5.625,5.625
clean_combined,v24_ens5,KLF14,0.94616,0.96884,0.93434,0.988,0.64631,0.0595,0.09627,0.03182,0.13641,0.25625,0.8716,0.92098,2.42857,-0.42857
