surface,rung,gene,pearson_r,cosine,topbase_acc,auroc,macroF1,mae,rmse,jsd_bits,kl_bits,ic_mae,covR,coverage,gate_len_mae,gate_len_bias
excluded,B1_nearest_pwm,KLF14,0.93233,0.96187,0.84141,0.99344,0.5877,0.07144,0.10627,0.05341,0.407,0.32655,0.8637,0.92098,2.42857,-0.42857
excluded,B1_nearest_pwm,KLF2,0.97594,0.9821,1.0,0.99913,0.75,0.06117,0.08073,0.04396,0.74262,0.35489,0.97594,1.0,3.75,3.75
excluded,B1_nearest_pwm,NFE2,0.38574,0.60297,0.4741,0.73427,0.46429,0.24338,0.39811,0.36674,2.18313,0.56661,0.35788,0.96753,1.90909,1.18182
excluded,B1_nearest_pwm,NFE2L1,0.73993,0.84706,0.85714,0.92188,0.83889,0.12254,0.23185,0.13376,0.74776,0.43876,0.59725,0.85714,2.0,-2.0
excluded,B1_nearest_pwm,NPAS2,0.65614,0.7595,0.72111,0.79671,0.72167,0.1864,0.31479,0.25536,2.69001,0.72098,0.54831,0.82222,4.0,-2.4
excluded,B1_nearest_pwm,POU2F1::SOX2,0.35423,0.60949,0.5,0.68555,0.49286,0.23323,0.37224,0.33142,2.77943,0.5672,0.21876,0.52941,8.0,-8.0
excluded,B1_nearest_pwm,POU3F3,0.17951,0.51075,0.44048,0.56754,0.42738,0.2867,0.41821,0.41957,2.44773,0.62627,0.1716,0.69115,2.57143,-1.71429
excluded,B1_nearest_pwm,POU3F4,0.33527,0.59359,0.53947,0.66935,0.48072,0.25892,0.38746,0.36558,1.95192,0.7042,0.23719,0.51215,2.30769,-2.30769
excluded,B1_nearest_pwm,POU4F1,0.44199,0.6394,0.55187,0.83109,0.33489,0.23128,0.36897,0.30407,1.62463,0.71449,0.30275,0.68727,3.14286,-2.85714
excluded,B1_nearest_pwm,POU4F2,0.50018,0.67353,0.55952,0.85337,0.36667,0.19085,0.35595,0.25577,1.41497,0.305,0.30292,0.60655,5.0,-5.0
excluded,B1_nearest_pwm,POU4F3,0.5217,0.67151,0.58912,0.8213,0.3348,0.22235,0.3604,0.29159,1.67644,0.72354,0.31337,0.61093,3.41667,-2.91667
excluded,B1_nearest_pwm,POU5F1B,0.67007,0.79416,0.66667,0.89931,0.53333,0.16849,0.25896,0.18682,0.7958,0.67941,0.40658,0.55051,1.0,-1.0
excluded,B1_nearest_pwm,POU5F1P1,0.65378,0.78333,0.66798,0.86561,0.515,0.18011,0.27359,0.20077,0.90073,0.72114,0.37513,0.55505,3.9,-3.5
excluded,B1_nearest_pwm,POU6F2,0.83692,0.91616,0.84467,0.94924,0.57959,0.11014,0.16887,0.10093,0.78719,0.53711,0.75841,0.9127,2.28571,0.28571
excluded,B1_nearest_pwm,SP3,0.92782,0.95749,0.80714,0.99065,0.41903,0.06716,0.11345,0.03834,0.16251,0.26127,0.85193,0.93197,2.42857,0.14286
excluded,B1_nearest_pwm,SP5,0.71377,0.83007,0.74495,0.94504,0.41435,0.12962,0.24014,0.14601,0.66275,0.36362,0.55708,0.7893,6.0,-2.0
excluded,B1_nearest_pwm,SP7,0.23221,0.59523,0.33333,0.73636,0.22619,0.25322,0.35212,0.29005,1.92493,0.51143,0.16076,0.69231,1.0,-1.0
excluded,B1_nearest_pwm,THRA,0.59424,0.72658,0.70238,0.78931,0.68741,0.18746,0.31727,0.27237,3.58166,0.63131,0.44985,0.70341,3.0,0.14286
excluded,B1_nearest_pwm,ZBTB40,0.09864,0.42676,0.34135,0.55354,0.27917,0.34425,0.48139,0.54207,8.35831,0.98067,0.0557,0.59167,2.5,-2.5
excluded,v24_seed42,EHF,0.63253,0.81016,0.68571,0.88844,0.40774,0.13998,0.23701,0.14731,0.64444,0.4244,0.60227,0.95527,3.14286,3.14286
excluded,v24_seed42,ELF4,0.67292,0.81427,0.76932,0.85888,0.65516,0.14324,0.24718,0.16458,0.83903,0.52414,0.62881,0.93371,2.0,2.0
excluded,v24_seed42,ELF5,0.72355,0.86949,0.79284,0.8883,0.65334,0.1099,0.1899,0.10337,0.5704,0.37295,0.7182,0.99174,2.72727,2.72727
excluded,v24_seed42,ELK3,0.63187,0.74688,0.71111,0.84796,0.59286,0.16697,0.31326,0.23049,1.26496,0.45165,0.61511,0.95,2.4,2.4
excluded,v24_seed42,ETV2,0.53726,0.7207,0.67879,0.81298,0.60799,0.21282,0.31439,0.25134,1.08529,0.66657,0.5155,0.96374,3.14286,3.14286
excluded,v24_seed42,ETV3,0.65581,0.79949,0.73016,0.87457,0.62585,0.14108,0.24977,0.17452,1.00876,0.39941,0.4875,0.74114,4.0,-0.57143
excluded,v24_seed42,ETV7,0.66268,0.82476,0.7207,0.87958,0.4005,0.13984,0.21856,0.1547,0.86949,0.40925,0.46076,0.70179,2.5,1.5
excluded,v24_seed42,EWSR1-FLI1,0.56506,0.69486,0.69231,0.86785,0.35897,0.21574,0.355,0.30075,1.21298,0.89061,0.4081,0.72222,5.0,-5.0
excluded,v24_seed42,FOXB1,0.70246,0.80528,0.77528,0.84082,0.46377,0.14892,0.26902,0.17067,1.00259,0.4537,0.54881,0.77787,3.75,-3.0
excluded,v24_seed42,FOXC1,0.78983,0.87527,0.81976,0.89011,0.53475,0.12894,0.20597,0.13443,0.80773,0.53643,0.70835,0.89708,2.4,1.2
excluded,v24_seed42,FOXD1,0.79618,0.86992,0.85714,0.95238,0.72222,0.09931,0.21485,0.13249,0.69112,0.42921,0.79618,1.0,4.0,4.0
excluded,v24_seed42,FOXD2,0.7109,0.83505,0.75945,0.84632,0.49458,0.14556,0.23394,0.15781,0.92982,0.48379,0.58055,0.81826,1.5,-0.7
excluded,v24_seed42,FOXE1,0.73373,0.86611,0.76905,0.90444,0.54286,0.11778,0.20004,0.10825,0.49821,0.48028,0.59464,0.81074,2.33333,-1.0
excluded,v24_seed42,FOXF1,0.99548,0.99724,1.0,1.0,0.75,0.02719,0.03741,0.01651,0.05672,0.24803,0.99548,1.0,4.0,4.0
excluded,v24_seed42,FOXF2,0.6099,0.85504,0.66667,0.94545,0.49167,0.10962,0.17917,0.10866,0.41217,0.41895,0.6099,1.0,2.0,2.0
excluded,v24_seed42,FOXI1,0.69531,0.82909,0.75934,0.86923,0.60599,0.13153,0.23407,0.15506,0.81988,0.47569,0.60463,0.84915,2.4,0.0
excluded,v24_seed42,FOXJ1,0.92796,0.92946,1.0,1.0,0.5,0.136,0.19191,0.13886,0.51061,0.92798,0.92796,1.0,4.0,4.0
excluded,v24_seed42,FOXJ2,0.70214,0.8199,0.74754,0.88394,0.41949,0.146,0.24859,0.17442,0.86355,0.52706,0.51894,0.74099,1.72727,0.63636
excluded,v24_seed42,FOXJ3,0.59747,0.77861,0.675,0.86853,0.36514,0.14956,0.26866,0.19125,1.02945,0.44803,0.53971,0.90558,1.88889,1.22222
excluded,v24_seed42,FOXL1,0.82418,0.89954,0.84387,0.92574,0.64504,0.11577,0.18765,0.11073,0.54695,0.51223,0.72355,0.87078,2.4,0.8
excluded,v24_seed42,FOXN2,0.31216,0.58713,0.45,0.72944,0.34583,0.24523,0.37962,0.32038,1.8156,0.55476,0.27741,0.9,5.0,2.0
excluded,v24_seed42,FOXO6,0.6337,0.7784,0.69405,0.89229,0.40111,0.17509,0.27332,0.21533,0.93892,0.82197,0.5219,0.79286,3.4,1.0
excluded,v24_seed42,FOXP1,0.62851,0.79865,0.71081,0.87716,0.38045,0.16019,0.2558,0.18226,0.87108,0.6938,0.52981,0.85979,6.33333,1.0
excluded,v24_seed42,FOXP4,0.60657,0.81147,0.71429,0.93197,0.45,0.13358,0.23516,0.14046,0.67036,0.57019,0.60657,1.0,5.0,5.0
excluded,v24_seed42,FOXS1,0.85134,0.90971,0.875,0.98438,0.72222,0.08313,0.17224,0.06894,0.32505,0.35531,0.85134,1.0,3.0,3.0
excluded,v24_seed42,KLF14,0.88864,0.92929,0.92294,0.94906,0.51353,0.08117,0.15433,0.06585,0.35118,0.30769,0.81355,0.92098,2.42857,-0.42857
excluded,v24_seed42,KLF2,0.88217,0.92871,0.85069,0.99566,0.45994,0.07304,0.15252,0.05502,0.26988,0.29502,0.88217,1.0,3.75,3.75
excluded,v24_seed42,NFE2,0.76549,0.86417,0.7854,0.91596,0.79102,0.10747,0.21092,0.13068,0.70311,0.41967,0.73695,0.96104,1.90909,1.18182
excluded,v24_seed42,NFE2L1,0.67104,0.78692,0.72727,0.91185,0.72917,0.15065,0.28458,0.19574,0.86405,0.51624,0.52725,0.78571,2.0,-2.0
excluded,v24_seed42,NPAS2,0.7316,0.87561,0.76786,0.90685,0.76,0.0919,0.18772,0.1096,0.82872,0.25874,0.52105,0.70833,4.4,-4.4
excluded,v24_seed42,POU2F1::SOX2,0.61574,0.80612,0.57143,0.89444,0.36667,0.14437,0.25399,0.16298,1.19383,0.51229,0.25354,0.41176,10.0,-10.0
excluded,v24_seed42,POU3F3,0.73703,0.83038,0.85714,0.81896,0.72857,0.15933,0.23871,0.18685,1.50577,0.67343,0.45749,0.62686,4.0,-3.71429
excluded,v24_seed42,POU3F4,0.77126,0.84751,0.8,0.87766,0.53397,0.13387,0.22786,0.16117,1.05128,0.62261,0.39487,0.51643,4.30769,-4.30769
excluded,v24_seed42,POU4F1,0.60281,0.80992,0.69286,0.83347,0.5381,0.15376,0.236,0.18396,1.04769,0.48905,0.38529,0.63874,3.85714,-3.85714
excluded,v24_seed42,POU4F2,0.71805,0.86302,0.79167,0.90103,0.59167,0.11791,0.19732,0.12975,0.70879,0.40942,0.35055,0.50952,6.0,-6.0
excluded,v24_seed42,POU4F3,0.5322,0.77891,0.65972,0.81217,0.53294,0.16519,0.25509,0.20409,1.15195,0.5223,0.35376,0.65975,4.25,-3.91667
excluded,v24_seed42,POU5F1B,0.58967,0.7463,0.66667,0.84809,0.575,0.17955,0.29002,0.22659,1.39299,0.58409,0.35988,0.60606,3.0,-3.0
excluded,v24_seed42,POU5F1P1,0.6681,0.78719,0.71286,0.83162,0.51262,0.17597,0.26227,0.20531,1.40484,0.68634,0.33447,0.50379,5.5,-5.5
excluded,v24_seed42,POU6F2,0.85995,0.92854,0.87755,0.9601,0.64048,0.09574,0.1525,0.08285,0.44927,0.5183,0.67515,0.77523,2.57143,-1.71429
excluded,v24_seed42,SP3,0.88402,0.92707,0.87208,0.9776,0.51427,0.07932,0.1552,0.06081,0.32359,0.31138,0.82557,0.93991,2.85714,1.14286
excluded,v24_seed42,SP5,0.86491,0.90484,0.91414,0.94997,0.38889,0.08716,0.19152,0.09639,0.59329,0.33821,0.6171,0.72352,6.33333,-3.0
excluded,v24_seed42,SP7,0.38373,0.61764,0.5,0.56303,0.39286,0.25032,0.37759,0.34963,2.97485,0.82081,0.17711,0.46154,0.0,0.0
excluded,v24_seed42,THRA,0.83582,0.91413,0.75541,0.94997,0.75408,0.09496,0.16006,0.07746,0.38024,0.38629,0.48793,0.57821,5.28571,-3.85714
excluded,v24_seed42,ZBTB40,0.09628,0.41975,0.33333,0.53125,0.31696,0.33087,0.47337,0.50563,2.94261,0.83608,0.04714,0.5,5.5,-5.5
excluded,v24_ens5,EHF,0.70974,0.83638,0.79286,0.86167,0.68452,0.17154,0.22977,0.16576,0.6485,0.81684,0.67583,0.95527,3.14286,3.14286
excluded,v24_ens5,ELF4,0.71359,0.81952,0.76932,0.83062,0.65516,0.1883,0.25314,0.19866,0.80637,0.96717,0.66686,0.93371,2.0,2.0
excluded,v24_ens5,ELF5,0.7195,0.8563,0.79284,0.81714,0.65334,0.15603,0.21284,0.14878,0.63006,0.7473,0.71423,0.99174,2.72727,2.72727
excluded,v24_ens5,ELK3,0.68278,0.79998,0.73651,0.91096,0.60952,0.18629,0.2672,0.19856,0.73847,0.88198,0.6441,0.91667,2.4,2.4
excluded,v24_ens5,ETV2,0.72648,0.81579,0.78543,0.88166,0.66378,0.2003,0.25571,0.20967,0.74869,1.0122,0.69772,0.96374,3.14286,3.14286
excluded,v24_ens5,ETV3,0.66396,0.80699,0.73016,0.86217,0.62585,0.18574,0.24776,0.20237,0.72539,0.85636,0.49458,0.74114,4.0,-0.57143
excluded,v24_ens5,ETV7,0.69835,0.83478,0.81628,0.84723,0.61302,0.17268,0.22408,0.17208,0.72521,0.75999,0.50417,0.7691,2.5,1.5
excluded,v24_ens5,EWSR1-FLI1,0.57986,0.69485,0.69231,0.83037,0.35897,0.26376,0.35644,0.34266,1.27994,1.37852,0.41879,0.72222,5.0,-5.0
excluded,v24_ens5,FOXB1,0.62564,0.77085,0.63011,0.81574,0.35741,0.18206,0.28261,0.19763,0.90294,0.63787,0.48928,0.77787,3.75,-3.0
excluded,v24_ens5,FOXC1,0.78437,0.8717,0.80909,0.88953,0.52664,0.13681,0.19912,0.13383,0.58168,0.53999,0.70782,0.90542,2.4,1.2
excluded,v24_ens5,FOXD1,0.80336,0.8617,0.85714,0.92517,0.72222,0.13541,0.23814,0.15794,0.61377,0.65178,0.80336,1.0,4.0,4.0
excluded,v24_ens5,FOXD2,0.78484,0.86874,0.79986,0.87912,0.52132,0.13498,0.20161,0.13159,0.56941,0.48116,0.61516,0.78749,1.5,-0.7
excluded,v24_ens5,FOXE1,0.86789,0.9179,0.85238,0.91983,0.58646,0.12799,0.16974,0.11126,0.40696,0.70095,0.70424,0.81074,2.33333,-1.0
excluded,v24_ens5,FOXF1,0.98316,0.98379,1.0,1.0,0.75,0.07292,0.10308,0.05618,0.18487,0.56759,0.98316,1.0,4.0,4.0
excluded,v24_ens5,FOXF2,0.72941,0.89963,0.77778,0.94909,0.625,0.12316,0.17167,0.12339,0.42044,0.67938,0.72941,1.0,2.0,2.0
excluded,v24_ens5,FOXI1,0.72421,0.84944,0.76674,0.90325,0.5964,0.13912,0.21869,0.14713,0.60394,0.5488,0.64578,0.88551,2.4,0.0
excluded,v24_ens5,FOXJ1,0.89117,0.91256,0.85714,0.9932,0.47727,0.1493,0.19145,0.1325,0.44176,0.96092,0.89117,1.0,4.0,4.0
excluded,v24_ens5,FOXJ2,0.80351,0.88013,0.80086,0.9372,0.51678,0.13918,0.20007,0.14127,0.52729,0.69999,0.62917,0.76509,1.72727,0.63636
excluded,v24_ens5,FOXJ3,0.68368,0.82186,0.74722,0.87508,0.54068,0.17047,0.2407,0.18304,0.70908,0.7714,0.63286,0.92267,1.88889,1.22222
excluded,v24_ens5,FOXL1,0.88439,0.93155,0.90245,0.92571,0.69877,0.11668,0.15926,0.1016,0.38806,0.61261,0.7737,0.87078,2.4,0.8
excluded,v24_ens5,FOXN2,0.33871,0.63256,0.45,0.71628,0.34583,0.25385,0.34014,0.29014,1.27426,0.79982,0.30218,0.9,5.0,2.0
excluded,v24_ens5,FOXO6,0.63562,0.78019,0.72392,0.83047,0.58912,0.18884,0.28059,0.2206,0.92584,0.82653,0.58685,0.88571,3.4,1.0
excluded,v24_ens5,FOXP1,0.70139,0.83111,0.79015,0.84528,0.6279,0.16962,0.24088,0.16591,0.68411,0.72958,0.64464,0.89286,6.33333,1.0
excluded,v24_ens5,FOXP4,0.81122,0.8679,0.85714,0.89796,0.72222,0.1359,0.22442,0.11917,0.51022,0.58035,0.81122,1.0,5.0,5.0
excluded,v24_ens5,FOXS1,0.72165,0.84591,0.75,0.94271,0.61667,0.12866,0.22192,0.10818,0.44438,0.41036,0.72165,1.0,3.0,3.0
excluded,v24_ens5,KLF14,0.94616,0.96884,0.93434,0.988,0.64631,0.0595,0.09627,0.03182,0.13641,0.25625,0.8716,0.92098,2.42857,-0.42857
excluded,v24_ens5,KLF2,0.93639,0.96582,0.85069,0.9987,0.45994,0.05474,0.09842,0.03038,0.13502,0.23556,0.93639,1.0,3.75,3.75
excluded,v24_ens5,NFE2,0.76634,0.88941,0.83333,0.95734,0.83501,0.12347,0.1912,0.12868,0.46568,0.70357,0.73218,0.95455,1.90909,1.18182
excluded,v24_ens5,NFE2L1,0.67491,0.81004,0.8,0.92667,0.78333,0.19393,0.2686,0.22033,0.76968,1.06131,0.48208,0.71429,2.0,-2.0
excluded,v24_ens5,NPAS2,0.75496,0.88281,0.76429,0.90571,0.75738,0.11103,0.19245,0.12634,0.76952,0.48445,0.51513,0.68611,4.4,-4.4
excluded,v24_ens5,POU2F1::SOX2,0.92983,0.92588,1.0,0.81818,0.5,0.14905,0.18525,0.11353,0.42129,0.8561,0.21878,0.23529,10.0,-10.0
excluded,v24_ens5,POU3F3,0.71572,0.84349,0.76871,0.85554,0.50799,0.15092,0.21899,0.15322,1.01383,0.5538,0.43642,0.61258,4.0,-3.71429
excluded,v24_ens5,POU3F4,0.71152,0.82351,0.73114,0.87406,0.49661,0.15411,0.23373,0.17698,0.88459,0.62745,0.37249,0.52876,4.30769,-4.30769
excluded,v24_ens5,POU4F1,0.61712,0.82418,0.65969,0.86574,0.43197,0.15616,0.22596,0.16107,0.80124,0.6242,0.37033,0.60394,3.85714,-3.85714
excluded,v24_ens5,POU4F2,0.64538,0.82706,0.64732,0.87811,0.41429,0.16449,0.2421,0.18676,0.82194,0.78667,0.35866,0.55536,6.0,-6.0
excluded,v24_ens5,POU4F3,0.5439,0.78718,0.62093,0.79757,0.40823,0.17736,0.25405,0.19782,1.07171,0.67097,0.33331,0.6165,4.25,-3.91667
excluded,v24_ens5,POU5F1B,0.59526,0.76727,0.66667,0.87833,0.575,0.17137,0.26649,0.19396,0.87951,0.62284,0.36386,0.60606,3.0,-3.0
excluded,v24_ens5,POU5F1P1,0.6602,0.79784,0.71286,0.83596,0.51262,0.17361,0.25103,0.18801,0.97734,0.70532,0.33215,0.50379,5.5,-5.5
excluded,v24_ens5,POU6F2,0.87774,0.92082,0.85374,0.9542,0.59354,0.10557,0.16685,0.09804,0.48631,0.53197,0.68673,0.77523,2.57143,-1.71429
excluded,v24_ens5,SP3,0.89831,0.93803,0.86109,0.97872,0.47667,0.06894,0.13798,0.04734,0.22467,0.24271,0.83935,0.93991,2.85714,1.14286
excluded,v24_ens5,SP5,0.79799,0.85332,0.8165,0.92184,0.31094,0.13285,0.22605,0.14827,0.60457,0.58324,0.56717,0.72352,6.33333,-3.0
excluded,v24_ens5,SP7,0.34548,0.59125,0.33333,0.56303,0.125,0.27063,0.38507,0.36319,2.7739,0.8243,0.15945,0.46154,0.0,0.0
excluded,v24_ens5,THRA,0.70268,0.8291,0.75541,0.88485,0.75408,0.17751,0.24126,0.16705,0.63886,0.77192,0.41056,0.57821,5.28571,-3.85714
excluded,v24_ens5,ZBTB40,0.21433,0.54238,0.29167,0.66667,0.24702,0.30778,0.39577,0.38748,1.49992,1.24488,0.15128,0.7,5.5,-5.5
clean_combined,random_uniform,CLOCK,0.0,0.56573,0.22222,0.5,0.09091,0.32669,0.39204,0.44615,1.63724,1.63724,0.0,1.0,1.0,1.0
clean_combined,random_uniform,EHF,0.0,0.61114,0.32973,0.5,0.12176,0.28723,0.34748,0.33921,1.2751,1.2751,0.0,1.0,4.14286,4.14286
clean_combined,random_uniform,ELF1,0.0,0.64617,0.27273,0.5,0.10714,0.26433,0.32981,0.31082,1.15881,1.15881,0.0,1.0,3.0,3.0
clean_combined,random_uniform,ELF2,0.0,0.61732,0.2,0.5,0.08333,0.28324,0.34639,0.33694,1.26457,1.26457,0.0,1.0,4.0,4.0
clean_combined,random_uniform,ELF3,0.0,0.60143,0.45455,0.5,0.15625,0.2963,0.35701,0.36467,1.35558,1.35557,0.0,1.0,3.0,3.0
clean_combined,random_uniform,ELF4,0.0,0.61663,0.35152,0.5,0.12847,0.28833,0.34915,0.34615,1.29226,1.29226,0.0,1.0,3.0,3.0
clean_combined,random_uniform,ELF5,0.0,0.64649,0.3314,0.5,0.1207,0.26657,0.32932,0.31283,1.16487,1.16487,0.0,1.0,3.72727,3.72727
clean_combined,random_uniform,ELK1,0.0,0.55519,0.33333,0.5,0.125,0.32932,0.38788,0.41795,1.56728,1.56728,0.0,1.0,5.0,5.0
clean_combined,random_uniform,ELK3,0.0,0.584,0.33333,0.5,0.125,0.30678,0.36437,0.37164,1.39635,1.39635,0.0,1.0,4.4,4.4
clean_combined,random_uniform,ELK4,0.0,0.59532,0.25,0.5,0.1,0.30111,0.36049,0.37263,1.38449,1.38449,0.0,1.0,6.0,6.0
clean_combined,random_uniform,ERF,0.0,0.59797,0.42857,0.5,0.15,0.30013,0.3541,0.34742,1.31494,1.31494,0.0,1.0,7.0,7.0
clean_combined,random_uniform,ERG,0.0,0.61459,0.3,0.5,0.11538,0.28325,0.34298,0.34113,1.2672,1.2672,0.0,1.0,4.0,4.0
clean_combined,random_uniform,ETS1,0.0,0.58757,0.33333,0.5,0.125,0.30096,0.35741,0.36274,1.35802,1.35802,0.0,1.0,5.0,5.0
clean_combined,random_uniform,ETS2,0.0,0.65363,0.3,0.5,0.11538,0.26543,0.31967,0.29256,1.09659,1.09659,0.0,1.0,4.0,4.0
clean_combined,random_uniform,ETV1,0.0,0.58961,0.33333,0.5,0.125,0.30038,0.36014,0.37149,1.38221,1.38221,0.0,1.0,5.0,5.0
clean_combined,random_uniform,ETV2,0.0,0.61138,0.4326,0.5,0.15057,0.29013,0.34529,0.3527,1.30187,1.30187,0.0,1.0,4.14286,4.14286
clean_combined,random_uniform,ETV3,0.0,0.62251,0.29592,0.5,0.11345,0.27984,0.33636,0.33313,1.23383,1.23383,0.0,0.91479,3.85714,0.42857
clean_combined,random_uniform,ETV4,0.0,0.60621,0.375,0.5,0.13636,0.294,0.34908,0.35751,1.32233,1.32233,0.0,1.0,6.0,6.0
clean_combined,random_uniform,ETV5,0.0,0.62427,0.33333,0.5,0.125,0.2812,0.34158,0.3407,1.26118,1.26118,0.0,1.0,5.0,5.0
clean_combined,random_uniform,ETV6,0.0,0.63316,0.2,0.5,0.08333,0.27382,0.33253,0.30506,1.15793,1.15793,0.0,1.0,4.0,4.0
clean_combined,random_uniform,ETV7,0.0,0.61898,0.26057,0.5,0.10156,0.28614,0.34393,0.33533,1.25848,1.25848,0.0,0.98438,3.0,2.5
clean_combined,random_uniform,EWSR1-FLI1,0.0,0.50832,0.42857,0.5,0.15,0.36684,0.42373,0.50913,1.88402,1.88402,0.0,0.77778,4.0,-4.0
clean_combined,random_uniform,FEV,0.0,0.56828,0.33333,0.5,0.125,0.31755,0.37772,0.41045,1.51987,1.51987,0.0,1.0,5.0,5.0
clean_combined,random_uniform,FLI1,0.0,0.62057,0.3,0.5,0.11538,0.28122,0.33873,0.33453,1.24133,1.24133,0.0,1.0,4.0,4.0
clean_combined,random_uniform,FOXA1,0.0,0.64831,0.11111,0.5,0.05,0.26029,0.31471,0.28158,1.06357,1.06357,0.0,0.9,1.0,-1.0
clean_combined,random_uniform,FOXA2,0.0,0.61311,0.22222,0.5,0.09091,0.28939,0.34397,0.36257,1.31927,1.31927,0.0,0.9,1.0,-1.0
clean_combined,random_uniform,FOXA3,0.0,0.61971,0.11111,0.5,0.05,0.28406,0.34163,0.35262,1.28863,1.28863,0.0,0.9,1.0,-1.0
clean_combined,random_uniform,FOXB1,0.0,0.62598,0.33681,0.5,0.12067,0.27862,0.3318,0.3136,1.18029,1.18029,0.0,0.67776,5.25,-5.0
clean_combined,random_uniform,FOXC1,0.0,0.63763,0.23241,0.5,0.08671,0.27031,0.32322,0.30983,1.15024,1.15024,0.0,0.87261,2.4,-0.8
clean_combined,random_uniform,FOXC2,0.0,0.5951,0.11111,0.5,0.05,0.30509,0.36102,0.38328,1.4113,1.4113,0.0,0.75,3.0,-3.0
clean_combined,random_uniform,FOXD1,0.0,0.53121,0.57143,0.5,0.18182,0.34643,0.40156,0.44706,1.67543,1.67543,0.0,1.0,2.0,2.0
clean_combined,random_uniform,FOXD2,0.0,0.62527,0.29206,0.5,0.10163,0.27772,0.32991,0.3257,1.20311,1.20311,0.0,0.77444,3.1,-2.7
clean_combined,random_uniform,FOXD3,0.0,0.69449,0.66667,0.5,0.2,0.23799,0.29154,0.26805,0.97176,0.97176,0.0,0.5,9.0,-9.0
clean_combined,random_uniform,FOXE1,0.0,0.60611,0.16667,0.5,0.05833,0.29294,0.351,0.36167,1.3362,1.3362,0.0,0.74634,3.66667,-3.0
clean_combined,random_uniform,FOXF1,0.0,0.54372,0.14286,0.5,0.0625,0.34279,0.39772,0.44507,1.66136,1.66136,0.0,1.0,2.0,2.0
clean_combined,random_uniform,FOXF2,0.0,0.58259,0.55556,0.5,0.17857,0.3129,0.37426,0.42197,1.53184,1.53184,0.0,1.0,0.0,0.0
clean_combined,random_uniform,FOXG1,0.0,0.62775,0.14286,0.5,0.0625,0.27793,0.34596,0.34542,1.28077,1.28077,0.0,1.0,2.0,2.0
clean_combined,random_uniform,FOXI1,0.0,0.58844,0.20794,0.5,0.08205,0.3054,0.36306,0.38024,1.41401,1.41401,0.0,0.80504,3.2,-2.0
clean_combined,random_uniform,FOXJ1,0.0,0.55323,0.0,0.5,0.0,0.33105,0.38794,0.41664,1.56357,1.56357,0.0,1.0,2.0,2.0
clean_combined,random_uniform,FOXJ2,0.0,0.59659,0.23485,0.5,0.08737,0.3006,0.35533,0.37466,1.38213,1.38213,0.0,0.79772,2.72727,-2.36364
clean_combined,random_uniform,FOXJ3,0.0,0.58845,0.1142,0.5,0.05123,0.30415,0.35987,0.37407,1.39119,1.39119,0.0,0.83724,2.22222,-1.77778
clean_combined,random_uniform,FOXK1,0.0,0.63332,0.22222,0.5,0.09091,0.27378,0.33558,0.32289,1.20395,1.20395,0.0,1.0,0.0,0.0
clean_combined,random_uniform,FOXK2,0.0,0.6409,0.11111,0.5,0.05,0.26478,0.3295,0.30687,1.15332,1.15332,0.0,1.0,0.0,0.0
clean_combined,random_uniform,FOXL1,0.0,0.58377,0.1873,0.5,0.06886,0.30986,0.36309,0.38183,1.41755,1.41755,0.0,0.84221,2.8,-1.2
clean_combined,random_uniform,FOXL2,0.0,0.61683,0.22222,0.5,0.09091,0.28653,0.34383,0.33268,1.24999,1.24999,0.0,0.9,1.0,-1.0
clean_combined,random_uniform,FOXM1,0.0,0.65092,0.11111,0.5,0.05,0.26207,0.31032,0.27428,1.0385,1.0385,0.0,0.9,1.0,-1.0
clean_combined,random_uniform,FOXN2,0.0,0.64575,0.11111,0.5,0.04545,0.26608,0.32384,0.29987,1.13753,1.13753,0.0,0.8,5.0,-1.0
clean_combined,random_uniform,FOXN3,0.0,0.51384,0.625,0.5,0.19231,0.36147,0.41739,0.46851,1.77772,1.77772,0.0,1.0,1.0,1.0
clean_combined,random_uniform,FOXO1,0.0,0.59015,0.14286,0.5,0.0625,0.29828,0.35664,0.35628,1.34206,1.34206,0.0,1.0,2.0,2.0
clean_combined,random_uniform,FOXO3,0.0,0.59495,0.125,0.5,0.05556,0.30228,0.36067,0.36848,1.37675,1.37675,0.0,1.0,1.0,1.0
clean_combined,random_uniform,FOXO4,0.0,0.63363,0.125,0.5,0.05556,0.27489,0.33599,0.32244,1.20396,1.20396,0.0,1.0,1.0,1.0
clean_combined,random_uniform,FOXO6,0.0,0.55199,0.25675,0.5,0.09074,0.33053,0.38766,0.42223,1.57831,1.57831,0.0,0.85714,3.0,-1.0
clean_combined,random_uniform,FOXP1,0.0,0.59774,0.1832,0.5,0.07382,0.29702,0.35143,0.35002,1.31787,1.31787,0.0,0.8869,4.33333,-2.0
clean_combined,random_uniform,FOXP2,0.0,0.58132,0.14286,0.5,0.0625,0.30343,0.35749,0.34844,1.32883,1.32883,0.0,1.0,2.0,2.0
clean_combined,random_uniform,FOXP3,0.0,0.6846,0.11111,0.5,0.05,0.24294,0.3029,0.25006,0.95909,0.95909,0.0,1.0,0.0,0.0
clean_combined,random_uniform,FOXP4,0.0,0.56194,0.14286,0.5,0.0625,0.31906,0.36993,0.34364,1.35578,1.35578,0.0,1.0,2.0,2.0
clean_combined,random_uniform,FOXS1,0.0,0.57168,0.25,0.5,0.1,0.31367,0.36717,0.34365,1.34579,1.34579,0.0,1.0,1.0,1.0
